,Zone_Name,Crop_Year,Crop,Area,Production
44668,Enemorina Eaner,2010,Rice,65639.0,61884.0
44670,Enemorina Eaner,2011,Rice,29219.0,45854.0
44686,Enemorina Eaner,2011,Wheat,90084.0,270502.0
44690,Enemorina Eaner,2011,Rice,74099.0,151507.0
44692,Enemorina Eaner,2012,Rice,30915.0,61901.0
44711,Enemorina Eaner,2012,Wheat,94839.0,314201.0
44714,Enemorina Eaner,2012,Rice,9.0,21.0
44717,Enemorina Eaner,2012,Rice,72206.0,160728.0
44719,Enemorina Eaner,2013,Rice,29007.0,45157.0
44738,Enemorina Eaner,2013,Wheat,93267.0,286205.0
44741,Enemorina Eaner,2013,Rice,29.0,67.0
44744,Enemorina Eaner,2013,Rice,65079.0,113031.0
44746,Enemorina Eaner,2014,Rice,28045.0,63934.0
44765,Enemorina Eaner,2014,Wheat,90202.0,171367.0
44768,Enemorina Eaner,2014,Rice,28.0,57.0
44771,Enemorina Eaner,2014,Rice,64555.0,126893.0
44772,Enemorina Eaner,1997,Rice,16354.0,20397.0
44786,Enemorina Eaner,1997,Wheat,54730.0,93671.0
44788,Enemorina Eaner,1997,Rice,8657.0,13823.0
44793,Enemorina Eaner,1997,Onion,394.0,3006.0
44799,Enemorina Eaner,1997,Rice,86723.0,93863.0
44817,Enemorina Eaner,1998,Wheat,49758.0,72277.0
44819,Enemorina Eaner,1998,Rice,7277.0,12887.0
44825,Enemorina Eaner,1998,Onion,468.0,4184.0
44831,Enemorina Eaner,1998,Rice,82184.0,82916.0
44841,Enemorina Eaner,1999,Rice,17307.0,19907.0
44853,Enemorina Eaner,1999,Wheat,57940.0,96212.0
44855,Enemorina Eaner,1999,Rice,8721.0,13167.0
44860,Enemorina Eaner,1999,Onion,628.0,6757.0
44865,Enemorina Eaner,2000,Rice,88396.0,100924.0
44874,Enemorina Eaner,2000,Rice,28056.0,32416.0
44887,Enemorina Eaner,2000,Wheat,54281.0,85551.0
44889,Enemorina Eaner,2000,Rice,6723.0,8288.0
44894,Enemorina Eaner,2000,Onion,561.0,6940.0
44900,Enemorina Eaner,2001,Rice,77478.0,85946.0
44907,Enemorina Eaner,2001,Rice,6781.0,11444.0
44919,Enemorina Eaner,2001,Wheat,55772.0,88744.0
44921,Enemorina Eaner,2001,Rice,23589.0,22668.0
44926,Enemorina Eaner,2001,Onion,382.0,5306.0
44931,Enemorina Eaner,2002,Rice,25907.0,27216.0
44950,Enemorina Eaner,2002,Wheat,55544.0,93163.0
44953,Enemorina Eaner,2002,Rice,4720.0,5581.0
44959,Enemorina Eaner,2002,Onion,556.0,7222.0
44964,Enemorina Eaner,2002,Rice,86211.0,109912.0
44965,Enemorina Eaner,2003,Rice,29910.0,37886.0
44974,Enemorina Eaner,2003,Rice,89672.0,120294.0
44989,Enemorina Eaner,2003,Wheat,56874.0,76749.0
44992,Enemorina Eaner,2003,Rice,5396.0,6411.0
44997,Enemorina Eaner,2003,Onion,426.0,4537.0
45002,Enemorina Eaner,2003,Rice,89672.0,120294.0
45003,Enemorina Eaner,2004,Rice,27691.0,24303.0
45027,Enemorina Eaner,2004,Wheat,58182.0,96014.0
45030,Enemorina Eaner,2004,Rice,5422.0,5964.0
45036,Enemorina Eaner,2004,Onion,387.0,2922.0
45041,Enemorina Eaner,2004,Rice,83316.0,89663.0
45042,Enemorina Eaner,2005,Rice,29400.0,33004.0
45064,Enemorina Eaner,2005,Wheat,53908.0,43290.0
45067,Enemorina Eaner,2005,Rice,4389.0,7239.0
45073,Enemorina Eaner,2005,Onion,609.0,3788.0
45078,Enemorina Eaner,2005,Rice,77823.0,98290.0
45079,Enemorina Eaner,2006,Rice,26359.0,32791.0
45096,Enemorina Eaner,2006,Wheat,50795.0,94125.0
45099,Enemorina Eaner,2006,Rice,4084.0,6130.0
45100,Enemorina Eaner,2006,Rice,71618.0,81814.0
45102,Enemorina Eaner,2007,Rice,28946.0,36178.0
45123,Enemorina Eaner,2007,Wheat,51248.0,94017.0
45126,Enemorina Eaner,2007,Rice,4356.0,5840.0
45131,Enemorina Eaner,2007,Onion,428.0,2812.0
45135,Enemorina Eaner,2007,Rice,75826.0,107533.0
45137,Enemorina Eaner,2008,Rice,28512.0,27920.0
45158,Enemorina Eaner,2008,Wheat,42770.0,79419.0
45161,Enemorina Eaner,2008,Rice,4567.0,6367.0
45163,Enemorina Eaner,2008,Onion,397.0,2775.0
45165,Enemorina Eaner,2008,Rice,64522.0,70539.0
45167,Enemorina Eaner,2009,Rice,26306.0,25538.0
45183,Enemorina Eaner,2009,Wheat,49926.0,88384.0
45186,Enemorina Eaner,2009,Rice,4312.0,5403.0
45187,Enemorina Eaner,2009,Rice,65501.0,73414.0
45189,Enemorina Eaner,2010,Rice,22177.0,31278.0
45207,Enemorina Eaner,2010,Wheat,50420.0,77755.0
45210,Enemorina Eaner,2010,Rice,6196.0,12124.0
45212,Enemorina Eaner,2010,Rice,62055.0,70708.0
45214,Enemorina Eaner,2011,Rice,33647.0,29926.0
45233,Enemorina Eaner,2011,Wheat,47832.0,108439.0
45236,Enemorina Eaner,2011,Rice,6197.0,8966.0
45237,Enemorina Eaner,2011,Rice,58119.0,102423.0
45239,Enemorina Eaner,2012,Rice,33647.0,56306.0
45259,Enemorina Eaner,2012,Wheat,47832.0,89432.0
45262,Enemorina Eaner,2012,Rice,6197.0,11750.0
45263,Enemorina Eaner,2012,Rice,58119.0,85302.0
45265,Enemorina Eaner,2013,Rice,32441.0,49310.0
45286,Enemorina Eaner,2013,Wheat,64567.0,148032.0
45289,Enemorina Eaner,2013,Rice,11049.0,21822.0
45291,Enemorina Eaner,2013,Rice,54942.0,96717.0
45293,Enemorina Eaner,2014,Rice,28287.0,42780.0
45312,Enemorina Eaner,2014,Wheat,53745.0,84929.0
45315,Enemorina Eaner,2014,Rice,6092.0,8341.0
45317,Enemorina Eaner,2014,Rice,77698.0,149839.0
45318,Enemorina Eaner,1997,Rice,8561.0,7602.0
45336,Enemorina Eaner,1997,Wheat,43425.0,72122.0
45338,Enemorina Eaner,1997,Rice,118.0,192.0
45343,Enemorina Eaner,1997,Onion,839.0,5286.0
45349,Enemorina Eaner,1997,Rice,48676.0,44775.0
45368,Enemorina Eaner,1998,Wheat,45231.0,114786.0
45370,Enemorina Eaner,1998,Rice,517.0,960.0
45375,Enemorina Eaner,1998,Onion,955.0,5845.0
45381,Enemorina Eaner,1998,Rice,47253.0,49377.0
45389,Enemorina Eaner,1999,Rice,9718.0,11866.0
45402,Enemorina Eaner,1999,Wheat,40889.0,98847.0
45404,Enemorina Eaner,1999,Rice,56.0,45.0
45409,Enemorina Eaner,1999,Onion,860.0,3035.0
45415,Enemorina Eaner,2000,Rice,50324.0,77664.0
45424,Enemorina Eaner,2000,Rice,12250.0,19943.0
45439,Enemorina Eaner,2000,Wheat,43299.0,109076.0
45441,Enemorina Eaner,2000,Rice,300.0,358.0
45446,Enemorina Eaner,2000,Onion,952.0,6997.0
45453,Enemorina Eaner,2001,Rice,47097.0,69015.0
45460,Enemorina Eaner,2001,Rice,336.0,648.0
45474,Enemorina Eaner,2001,Wheat,47414.0,108088.0
45476,Enemorina Eaner,2001,Rice,14078.0,19203.0
45481,Enemorina Eaner,2001,Onion,674.0,5972.0
45488,Enemorina Eaner,2002,Rice,14058.0,19315.0
45508,Enemorina Eaner,2002,Wheat,43369.0,91786.0
45511,Enemorina Eaner,2002,Rice,188.0,356.0
45516,Enemorina Eaner,2002,Onion,663.0,3700.0
45522,Enemorina Eaner,2002,Rice,47937.0,60804.0
45523,Enemorina Eaner,2003,Rice,13377.0,13099.0
45544,Enemorina Eaner,2003,Wheat,39075.0,34720.0
45547,Enemorina Eaner,2003,Rice,73.0,74.0
45552,Enemorina Eaner,2003,Onion,345.0,1880.0
45558,Enemorina Eaner,2003,Rice,48738.0,31081.0
45559,Enemorina Eaner,2004,Rice,11266.0,5372.0
45581,Enemorina Eaner,2004,Wheat,44743.0,96752.0
45584,Enemorina Eaner,2004,Rice,10.0,15.0
45589,Enemorina Eaner,2004,Onion,706.0,4222.0
45595,Enemorina Eaner,2004,Rice,49316.0,13288.0
45596,Enemorina Eaner,2005,Rice,10577.0,12259.0
45618,Enemorina Eaner,2005,Wheat,44203.0,67764.0
45621,Enemorina Eaner,2005,Rice,496.0,473.0
45626,Enemorina Eaner,2005,Onion,556.0,2991.0
45633,Enemorina Eaner,2005,Rice,48545.0,46887.0
45634,Enemorina Eaner,2006,Rice,10375.0,12118.0
45653,Enemorina Eaner,2006,Wheat,47880.0,120298.0
45656,Enemorina Eaner,2006,Rice,211.0,323.0
45657,Enemorina Eaner,2006,Rice,49010.0,33630.0
45659,Enemorina Eaner,2007,Rice,9340.0,6566.0
45682,Enemorina Eaner,2007,Wheat,44156.0,118375.0
45685,Enemorina Eaner,2007,Rice,177.0,283.0
45690,Enemorina Eaner,2007,Onion,547.0,5421.0
45696,Enemorina Eaner,2007,Rice,47850.0,25385.0
45698,Enemorina Eaner,2008,Rice,9113.0,12931.0
45724,Enemorina Eaner,2008,Wheat,48136.0,142723.0
45727,Enemorina Eaner,2008,Rice,174.0,295.0
45730,Enemorina Eaner,2008,Onion,533.0,6199.0
45733,Enemorina Eaner,2008,Rice,48346.0,77834.0
45735,Enemorina Eaner,2009,Rice,5974.0,4033.0
45753,Enemorina Eaner,2009,Wheat,50222.0,120745.0
45756,Enemorina Eaner,2009,Rice,45.0,42.0
45759,Enemorina Eaner,2009,Rice,45939.0,42862.0
45761,Enemorina Eaner,2010,Rice,4650.0,2590.0
45779,Enemorina Eaner,2010,Wheat,47360.0,157234.0
45782,Enemorina Eaner,2010,Rice,157.0,265.0
45785,Enemorina Eaner,2010,Rice,33233.0,22677.0
45787,Enemorina Eaner,2011,Rice,7522.0,11307.0
45806,Enemorina Eaner,2011,Wheat,44757.0,172444.0
45809,Enemorina Eaner,2011,Rice,151.0,275.0
45811,Enemorina Eaner,2011,Rice,38432.0,92937.0
45813,Enemorina Eaner,2012,Rice,7820.0,18287.0
45830,Enemorina Eaner,2012,Wheat,44172.0,122646.0
45833,Enemorina Eaner,2012,Rice,151.0,427.0
45836,Enemorina Eaner,2012,Rice,38381.0,93187.0
45838,Enemorina Eaner,2013,Rice,4298.0,3684.0
45855,Enemorina Eaner,2013,Wheat,43724.0,147148.0
45858,Enemorina Eaner,2013,Rice,686.0,1609.0
45861,Enemorina Eaner,2013,Rice,35229.0,53367.0
45863,Enemorina Eaner,2014,Rice,5925.0,6254.0
45883,Enemorina Eaner,2014,Wheat,44811.0,93816.0
45886,Enemorina Eaner,2014,Rice,681.0,1519.0
45889,Enemorina Eaner,2014,Rice,39578.0,90475.0
45893,Ezha,1998,Rice,120.0,360.0
45898,Ezha,1998,Wheat,880.0,3960.0
45899,Ezha,1998,Onion,18.0,450.0
45904,Ezha,1999,Rice,80.0,240.0
45909,Ezha,1999,Wheat,800.0,3600.0
45910,Ezha,1999,Onion,15.0,225.0
45915,Ezha,2000,Rice,70.0,350.0
45920,Ezha,2000,Wheat,750.0,3375.0
45921,Ezha,2000,Onion,12.0,180.0
45924,Ezha,2001,Rice,50.0,250.0
45929,Ezha,2001,Wheat,750.0,3350.0
45930,Ezha,2001,Onion,25.0,375.0
45933,Ezha,2002,Rice,140.0,700.0
45937,Ezha,2002,Wheat,700.0,3315.0
45938,Ezha,2002,Onion,3.0,95.0
45941,Ezha,2003,Rice,100.0,500.0
45942,Ezha,2003,Wheat,650.0,3000.0
45943,Ezha,2003,Onion,6.0,105.0
45946,Ezha,2004,Rice,80.0,400.0
45947,Ezha,2004,Wheat,600.0,2400.0
45948,Ezha,2004,Onion,5.0,85.0
45951,Ezha,2005,Rice,50.0,250.0
45952,Ezha,2005,Wheat,600.0,2750.0
45953,Ezha,2005,Onion,5.0,85.0
45956,Ezha,2006,Rice,50.0,250.0
45957,Ezha,2006,Wheat,600.0,2800.0
45958,Ezha,2006,Onion,4.0,68.0
45961,Ezha,2007,Rice,50.0,250.0
45962,Ezha,2007,Wheat,600.0,2800.0
45963,Ezha,2007,Onion,2.0,35.0
45966,Ezha,2008,Rice,20.0,100.0
45967,Ezha,2008,Wheat,600.0,2700.0
45968,Ezha,2008,Onion,4.0,70.0
45971,Ezha,2009,Rice,20.0,100.0
45972,Ezha,2009,Wheat,600.0,2700.0
45973,Ezha,2009,Onion,3.0,55.0
45976,Ezha,2010,Rice,20.0,103.0
45977,Ezha,2010,Wheat,600.0,2715.0
45978,Ezha,2010,Onion,3.0,56.0
45988,Geta,2011,Rice,177115.0,327525.0
46006,Geta,2011,Wheat,3664.0,3863.0
46011,Geta,2011,Onion,10.0,38.0
46024,Geta,2012,Rice,177182.0,357486.0
46041,Geta,2012,Wheat,3572.0,3271.0
46045,Geta,2012,Onion,5.0,12.0
46056,Geta,2013,Rice,181677.0,291899.0
46073,Geta,2013,Wheat,3329.0,2895.0
46078,Geta,2013,Onion,7.0,45.0
46089,Geta,2014,Rice,183795.0,348670.0
46106,Geta,2014,Wheat,3532.0,4382.0
46111,Geta,2014,Onion,5.0,55.0
46124,Geta,2011,Rice,225302.0,264652.0
46142,Geta,2011,Wheat,4427.0,7527.0
46148,Geta,2011,Onion,310.0,1336.0
46161,Geta,2012,Rice,222135.0,382025.0
46179,Geta,2012,Wheat,4299.0,8080.0
46185,Geta,2012,Onion,184.0,596.0
46197,Geta,2013,Rice,223120.0,324941.0
46216,Geta,2013,Wheat,4523.0,7987.0
46223,Geta,2013,Onion,197.0,1391.0
46235,Geta,2014,Rice,238360.0,383684.0
46254,Geta,2014,Wheat,4172.0,9042.0
46261,Geta,2014,Onion,150.0,1293.0
46278,Geta,2011,Rice,81931.0,112272.0
46293,Geta,2011,Wheat,9095.0,11280.0
46299,Geta,2011,Onion,453.0,2179.0
46317,Geta,2012,Rice,78612.0,153034.0
46331,Geta,2012,Wheat,9228.0,19052.0
46337,Geta,2012,Onion,476.0,1547.0
46353,Geta,2013,Rice,76789.0,128716.0
46369,Geta,2013,Onion,87.0,1769.0
46374,Geta,2013,Wheat,10811.0,17547.0
46376,Geta,2013,Onion,90.0,1211.0
46384,Geta,2013,Onion,526.0,2647.0
46399,Geta,2014,Rice,84190.0,153462.0
46413,Geta,2014,Wheat,9629.0,13936.0
46421,Geta,2014,Onion,465.0,7141.0
46437,Geta,2000,Rice,258336.0,213319.0
46452,Geta,2000,Wheat,868.0,1683.0
46458,Geta,2000,Onion,234.0,1774.0
46477,Geta,2001,Rice,260224.0,385963.0
46491,Geta,2001,Wheat,1058.0,1130.0
46497,Geta,2001,Onion,209.0,1847.0
46516,Geta,2002,Rice,258955.0,128736.0
46531,Geta,2002,Wheat,1113.0,2135.0
46537,Geta,2002,Onion,220.0,1842.0
46557,Geta,2003,Rice,260206.0,439318.0
46572,Geta,2003,Wheat,1160.0,1844.0
46578,Geta,2003,Onion,238.0,1685.0
46598,Geta,2004,Rice,260826.0,327311.0
46612,Geta,2004,Wheat,1104.0,1696.0
46618,Geta,2004,Onion,233.0,1422.0
46635,Geta,2005,Rice,260734.0,349876.0
46650,Geta,2005,Wheat,978.0,1632.0
46656,Geta,2005,Onion,222.0,1232.0
46674,Geta,2006,Rice,239805.0,326040.0
46690,Geta,2006,Wheat,897.0,1726.0
46696,Geta,2006,Onion,249.0,1157.0
46715,Geta,2007,Rice,239537.0,345270.0
46731,Geta,2007,Wheat,868.0,1824.0
46737,Geta,2007,Onion,256.0,1160.0
46756,Geta,2008,Rice,240340.0,280325.0
46772,Geta,2008,Wheat,888.0,1734.0
46778,Geta,2008,Onion,174.0,952.0
46795,Geta,2009,Rice,240074.0,278302.0
46809,Geta,2009,Wheat,817.0,1651.0
46833,Geta,2010,Rice,239376.0,401486.0
46847,Geta,2010,Wheat,672.0,1420.0
46853,Geta,2010,Onion,82.0,445.0
46871,Geta,2011,Rice,136930.0,145313.0
46885,Geta,2011,Wheat,434.0,855.0
46891,Geta,2011,Onion,150.0,714.0
46909,Geta,2012,Rice,137609.0,244700.0
46925,Geta,2012,Wheat,398.0,876.0
46931,Geta,2012,Onion,132.0,425.0
46947,Geta,2013,Rice,137727.0,229306.0
46960,Geta,2013,Wheat,353.0,752.0
46967,Geta,2013,Onion,149.0,741.0
46981,Geta,2014,Rice,132393.0,241480.0
46997,Geta,2014,Wheat,265.0,619.0
47004,Geta,2014,Onion,142.0,1219.0
47015,Geta,2011,Rice,155499.0,271535.0
47033,Geta,2011,Wheat,15773.0,17173.0
47038,Geta,2011,Onion,117.0,445.0
47051,Geta,2012,Rice,154451.0,266542.0
47069,Geta,2012,Wheat,15404.0,15384.0
47074,Geta,2012,Onion,133.0,284.0
47084,Geta,2013,Rice,156979.0,231018.0
47101,Geta,2013,Wheat,11859.0,11412.0
47108,Geta,2013,Onion,121.0,640.0
47117,Geta,2014,Rice,160884.0,274799.0
47136,Geta,2014,Wheat,16209.0,16083.0
47144,Geta,2014,Onion,104.0,909.0
47187,Geta,2007,Rice,61042.0,81497.0
47197,Geta,2007,Wheat,2.0,3.0
47201,Geta,2007,Onion,1.0,9.0
47217,Geta,2008,Rice,61144.0,42886.0
47244,Geta,2009,Rice,58042.0,66370.0
47271,Geta,2010,Rice,59639.0,127052.0
47297,Geta,2011,Rice,55919.0,79528.0
47323,Geta,2012,Rice,60841.0,115818.0
47336,Geta,2012,Onion,1.0,2.0
47349,Geta,2013,Rice,61635.0,99211.0
47363,Geta,2013,Onion,2.0,10.0
47375,Geta,2014,Rice,61565.0,115289.0
47391,Geta,2014,Onion,1.0,10.0
47404,Geta,2000,Rice,314066.0,195548.0
47421,Geta,2000,Wheat,8540.0,8015.0
47427,Geta,2000,Onion,68.0,569.0
47443,Geta,2001,Rice,319809.0,448855.0
47460,Geta,2001,Wheat,12253.0,12946.0
47466,Geta,2001,Onion,76.0,785.0
47482,Geta,2002,Rice,316368.0,212099.0
47500,Geta,2002,Wheat,10820.0,11319.0
47506,Geta,2002,Onion,209.0,1848.0
47523,Geta,2003,Rice,320204.0,505972.0
47541,Geta,2003,Wheat,13290.0,14065.0
47547,Geta,2003,Onion,89.0,887.0
47564,Geta,2004,Rice,321626.0,433960.0
47580,Geta,2004,Wheat,12903.0,10878.0
47586,Geta,2004,Onion,176.0,1278.0
47602,Geta,2005,Rice,322411.0,515483.0
47620,Geta,2005,Wheat,12373.0,11133.0
47626,Geta,2005,Onion,47.0,295.0
47642,Geta,2006,Rice,324475.0,462644.0
47662,Geta,2006,Wheat,12078.0,12222.0
47668,Geta,2006,Onion,39.0,1774.0
47684,Geta,2007,Rice,325134.0,469491.0
47703,Geta,2007,Wheat,12337.0,13521.0
47709,Geta,2007,Onion,115.0,600.0
47724,Geta,2008,Rice,323407.0,447099.0
47742,Geta,2008,Wheat,12829.0,13263.0
47748,Geta,2008,Onion,123.0,774.0
47764,Geta,2009,Rice,305253.0,311696.0
47782,Geta,2009,Wheat,19057.0,21846.0
47788,Geta,2009,Onion,319.0,1907.0
47806,Geta,2010,Rice,329117.0,551672.0
47824,Geta,2010,Wheat,13679.0,17878.0
47829,Geta,2010,Onion,382.0,2143.0
47846,Geta,2011,Rice,224564.0,412102.0
47864,Geta,2011,Wheat,7915.0,11350.0
47870,Geta,2011,Onion,249.0,1468.0
47885,Geta,2012,Rice,219766.0,436557.0
47903,Geta,2012,Wheat,8231.0,12401.0
47908,Geta,2012,Onion,257.0,1024.0
47921,Geta,2013,Rice,222487.0,459300.0
47940,Geta,2013,Wheat,8261.0,11953.0
47947,Geta,2013,Onion,257.0,2063.0
47959,Geta,2014,Rice,227579.0,456491.0
47977,Geta,2014,Wheat,7693.0,12317.0
47982,Geta,2014,Onion,255.0,2799.0
47997,Geta,2000,Rice,207469.0,177354.0
48008,Geta,2000,Wheat,7.0,9.0
48031,Geta,2001,Rice,208838.0,273524.0
48043,Geta,2001,Wheat,21.0,29.0
48066,Geta,2002,Rice,204492.0,113811.0
48080,Geta,2002,Wheat,31.0,41.0
48101,Geta,2003,Rice,208224.0,283588.0
48113,Geta,2003,Wheat,17.0,26.0
48136,Geta,2004,Rice,209076.0,212564.0
48148,Geta,2004,Wheat,8.0,6.0
48153,Geta,2004,Onion,4.0,34.0
48170,Geta,2005,Rice,209077.0,171278.0
48183,Geta,2005,Wheat,8.0,10.0
48204,Geta,2006,Rice,118352.0,211112.0
48218,Geta,2006,Wheat,14.0,29.0
48237,Geta,2007,Rice,129463.0,181019.0
48249,Geta,2007,Wheat,4.0,6.0
48269,Geta,2008,Rice,130262.0,144890.0
48281,Geta,2008,Wheat,6.0,10.0
48299,Geta,2009,Rice,132580.0,96012.0
48311,Geta,2009,Wheat,9.0,12.0
48331,Geta,2010,Rice,137791.0,261296.0
48342,Geta,2010,Wheat,5.0,7.0
48363,Geta,2011,Rice,66335.0,84423.0
48374,Geta,2011,Wheat,5.0,10.0
48393,Geta,2012,Rice,67846.0,164816.0
48406,Geta,2012,Wheat,5.0,11.0
48424,Geta,2013,Rice,68153.0,112922.0
48438,Geta,2013,Wheat,6.0,14.0
48445,Geta,2013,Onion,1.0,6.0
48457,Geta,2014,Rice,70366.0,131262.0
48473,Geta,2014,Wheat,5.0,12.0
48491,Geta,2000,Rice,143445.0,139175.0
48506,Geta,2000,Wheat,1752.0,1554.0
48511,Geta,2000,Onion,148.0,1132.0
48527,Geta,2001,Rice,142588.0,213867.0
48543,Geta,2001,Wheat,3650.0,3700.0
48548,Geta,2001,Onion,169.0,1463.0
48563,Geta,2002,Rice,139084.0,164690.0
48580,Geta,2002,Wheat,3419.0,4097.0
48586,Geta,2002,Onion,83.0,648.0
48602,Geta,2003,Rice,141585.0,217544.0
48619,Geta,2003,Wheat,4247.0,4988.0
48625,Geta,2003,Onion,74.0,492.0
48642,Geta,2004,Rice,145537.0,201587.0
48657,Geta,2004,Wheat,3437.0,3377.0
48663,Geta,2004,Onion,162.0,924.0
48678,Geta,2005,Rice,149772.0,272042.0
48695,Geta,2005,Wheat,2722.0,2536.0
48701,Geta,2005,Onion,114.0,590.0
48717,Geta,2006,Rice,163589.0,328047.0
48735,Geta,2006,Wheat,1298.0,1306.0
48740,Geta,2006,Onion,111.0,478.0
48756,Geta,2007,Rice,175006.0,346087.0
48773,Geta,2007,Wheat,1242.0,1477.0
48779,Geta,2007,Onion,149.0,631.0
48794,Geta,2008,Rice,152432.0,268219.0
48811,Geta,2008,Wheat,1306.0,1447.0
48816,Geta,2008,Onion,92.0,527.0
48831,Geta,2009,Rice,143904.0,260683.0
48847,Geta,2009,Wheat,2785.0,3936.0
48852,Geta,2009,Onion,49.0,208.0
48869,Geta,2010,Rice,168855.0,395133.0
48885,Geta,2010,Wheat,1260.0,1708.0
48891,Geta,2010,Onion,53.0,303.0
48907,Geta,2011,Rice,162439.0,405071.0
48924,Geta,2011,Wheat,1682.0,2578.0
48929,Geta,2011,Onion,75.0,374.0
48943,Geta,2012,Rice,185013.0,489332.0
48960,Geta,2012,Wheat,945.0,1358.0
48965,Geta,2012,Onion,91.0,307.0
48978,Geta,2013,Rice,194750.0,436199.0
48997,Geta,2013,Wheat,686.0,1016.0
49004,Geta,2013,Onion,85.0,579.0
49016,Geta,2014,Rice,198148.0,620402.0
49033,Geta,2014,Wheat,627.0,1103.0
49038,Geta,2014,Onion,92.0,829.0
49052,Geta,2000,Rice,435303.0,224171.0
49068,Geta,2000,Wheat,14702.0,9952.0
49073,Geta,2000,Onion,128.0,733.0
49090,Geta,2001,Rice,436807.0,605170.0
49106,Geta,2001,Wheat,18287.0,12836.0
49112,Geta,2001,Onion,169.0,990.0
49129,Geta,2002,Rice,432904.0,233410.0
49147,Geta,2002,Wheat,18396.0,14399.0
49153,Geta,2002,Onion,91.0,550.0
49170,Geta,2003,Rice,442753.0,716384.0
49187,Geta,2003,Wheat,19553.0,15676.0
49193,Geta,2003,Onion,244.0,1392.0
49211,Geta,2004,Rice,449635.0,633535.0
49227,Geta,2004,Wheat,19156.0,11590.0
49232,Geta,2004,Onion,148.0,695.0
49249,Geta,2005,Rice,453535.0,746241.0
49266,Geta,2005,Wheat,19090.0,14396.0
49272,Geta,2005,Onion,155.0,651.0
49290,Geta,2006,Rice,460930.0,673868.0
49308,Geta,2006,Wheat,18197.0,15043.0
49313,Geta,2006,Onion,159.0,598.0
49330,Geta,2007,Rice,465325.0,730870.0
49349,Geta,2007,Wheat,20165.0,19428.0
49354,Geta,2007,Onion,61.0,226.0
49371,Geta,2008,Rice,464617.0,420864.0
49389,Geta,2008,Wheat,19747.0,18891.0
49394,Geta,2008,Onion,74.0,331.0
49409,Geta,2009,Rice,451263.0,355753.0
49427,Geta,2009,Wheat,24553.0,23160.0
49434,Geta,2009,Onion,158.0,491.0
49447,Geta,2010,Rice,462087.0,844764.0
49464,Geta,2010,Wheat,26321.0,26725.0
49470,Geta,2010,Onion,165.0,685.0
49481,Geta,2011,Rice,129502.0,248913.0
49499,Geta,2011,Wheat,6755.0,7399.0
49504,Geta,2011,Onion,42.0,160.0
49516,Geta,2012,Rice,129784.0,296124.0
49535,Geta,2012,Wheat,6662.0,7488.0
49541,Geta,2012,Onion,36.0,87.0
49552,Geta,2013,Rice,130671.0,253696.0
49571,Geta,2013,Wheat,6232.0,7058.0
49576,Geta,2013,Onion,31.0,138.0
49583,Geta,2014,Rice,130467.0,242048.0
49601,Geta,2014,Wheat,6364.0,7367.0
49606,Geta,2014,Onion,32.0,246.0
49622,Geta,2011,Rice,134895.0,154339.0
49639,Geta,2011,Wheat,331.0,569.0
49644,Geta,2011,Onion,55.0,237.0
49661,Geta,2012,Rice,131879.0,206342.0
49677,Geta,2012,Wheat,431.0,821.0
49682,Geta,2012,Onion,56.0,175.0
49697,Geta,2013,Rice,134290.0,198730.0
49715,Geta,2013,Wheat,508.0,666.0
49722,Geta,2013,Onion,82.0,463.0
49736,Geta,2014,Rice,139889.0,237276.0
49753,Geta,2014,Wheat,534.0,850.0
49760,Geta,2014,Onion,79.0,682.0
49772,Geta,2000,Rice,254692.0,167830.0
49788,Geta,2000,Wheat,1939.0,2990.0
49794,Geta,2000,Onion,108.0,969.0
49809,Geta,2001,Rice,254981.0,386700.0
49824,Geta,2001,Wheat,3064.0,3970.0
49830,Geta,2001,Onion,80.0,813.0
49844,Geta,2002,Rice,252737.0,299041.0
49861,Geta,2002,Wheat,4537.0,5584.0
49867,Geta,2002,Onion,313.0,3013.0
49881,Geta,2003,Rice,253178.0,341989.0
49898,Geta,2003,Wheat,4335.0,5376.0
49904,Geta,2003,Onion,299.0,2638.0
49919,Geta,2004,Rice,253093.0,314469.0
49935,Geta,2004,Wheat,3635.0,3363.0
49941,Geta,2004,Onion,337.0,2366.0
49955,Geta,2005,Rice,253737.0,452873.0
49972,Geta,2005,Wheat,2918.0,3010.0
49978,Geta,2005,Onion,369.0,2353.0
49992,Geta,2006,Rice,278916.0,528694.0
50011,Geta,2006,Wheat,2565.0,2954.0
50017,Geta,2006,Onion,364.0,1928.0
50033,Geta,2007,Rice,254239.0,539486.0
50051,Geta,2007,Wheat,2783.0,3660.0
50057,Geta,2007,Onion,388.0,2020.0
50071,Geta,2008,Rice,288940.0,484450.0
50089,Geta,2008,Wheat,2482.0,3030.0
50094,Geta,2008,Onion,385.0,2220.0
50109,Geta,2009,Rice,254022.0,557818.0
50126,Geta,2009,Wheat,2810.0,4200.0
50131,Geta,2009,Onion,394.0,2147.0
50145,Geta,2010,Rice,254778.0,659384.0
50162,Geta,2010,Wheat,2708.0,4033.0
50168,Geta,2010,Onion,406.0,2277.0
50183,Geta,2011,Rice,279492.0,734839.0
50201,Geta,2011,Wheat,2601.0,4198.0
50207,Geta,2011,Onion,365.0,2300.0
50220,Geta,2012,Rice,281528.0,847944.0
50238,Geta,2012,Wheat,2208.0,3611.0
50244,Geta,2012,Onion,383.0,1526.0
