Zone_Name,Crop,Area,Production
Enemorina Eaner,Rice,26687,75051
Enemorina Eaner,Rice,10,9
Enemorina Eaner,Wheat,15903,39516
Enemorina Eaner,Rice,270,630
Enemorina Eaner,Rice,25361,65571
Enemorina Eaner,Rice,24,42
Enemorina Eaner,Wheat,14170,23133
Enemorina Eaner,Rice,270,583
Enemorina Eaner,Rice,21962,61164
Enemorina Eaner,Rice,28848,34285
Enemorina Eaner,Wheat,77880,150376
Enemorina Eaner,Rice,1584,2438
Enemorina Eaner,Onion,280,1932
Enemorina Eaner,Rice,103795,137271
Enemorina Eaner,Wheat,86637,206699
Enemorina Eaner,Rice,2253,1422
Enemorina Eaner,Onion,384,2984
Enemorina Eaner,Rice,98422,100414
Enemorina Eaner,Rice,25290,20166
Enemorina Eaner,Wheat,96730,191550
Enemorina Eaner,Rice,327,147
Enemorina Eaner,Onion,498,2669
Enemorina Eaner,Rice,98446,127720
Enemorina Eaner,Rice,30980,35774
Enemorina Eaner,Wheat,85586,185053
Enemorina Eaner,Rice,804,1473
Enemorina Eaner,Onion,416,3083
Enemorina Eaner,Rice,100084,104783
Enemorina Eaner,Rice,800,1464
Enemorina Eaner,Wheat,85827,179819
Enemorina Eaner,Rice,33832,38296
Enemorina Eaner,Onion,313,3135
Enemorina Eaner,Rice,37639,42214
Enemorina Eaner,Wheat,86840,162133
Enemorina Eaner,Rice,50,101
Enemorina Eaner,Onion,110,796
Enemorina Eaner,Rice,108985,116345
Enemorina Eaner,Rice,36908,42681
Enemorina Eaner,Wheat,90699,129362
Enemorina Eaner,Rice,834,848
Enemorina Eaner,Onion,445,3360
Enemorina Eaner,Rice,116374,121729
Enemorina Eaner,Rice,39093,26568
Enemorina Eaner,Wheat,92891,144180
Enemorina Eaner,Rice,830,1218
Enemorina Eaner,Onion,776,4415
Enemorina Eaner,Rice,111406,15281
Enemorina Eaner,Rice,28377,23614
Enemorina Eaner,Wheat,85854,111618
Enemorina Eaner,Onion,499,3653
Enemorina Eaner,Rice,96615,56773
Enemorina Eaner,Rice,27766,18120
Enemorina Eaner,Wheat,85448,163884
Enemorina Eaner,Rice,111611,77439
Enemorina Eaner,Rice,33173,3348
Enemorina Eaner,Wheat,100927,269550
Enemorina Eaner,Onion,417,3970
Enemorina Eaner,Rice,126492,11450
Enemorina Eaner,Rice,29924,37584
Enemorina Eaner,Wheat,97796,190356
Enemorina Eaner,Rice,199,339
Enemorina Eaner,Onion,359,2143
Enemorina Eaner,Rice,126639,167272
Enemorina Eaner,Rice,29506,13146
Enemorina Eaner,Wheat,102522,169143
Enemorina Eaner,Rice,235,343
Enemorina Eaner,Rice,103429,32887
Enemorina Eaner,Rice,16857,11821
Enemorina Eaner,Wheat,94060,231452
Enemorina Eaner,Rice,260,439
Enemorina Eaner,Rice,103038,48254
Enemorina Eaner,Rice,16700,27957
Enemorina Eaner,Wheat,87490,354034
Enemorina Eaner,Rice,69,125
Enemorina Eaner,Rice,115913,274156
Enemorina Eaner,Rice,16688,33833
Enemorina Eaner,Wheat,93837,284587
Enemorina Eaner,Rice,219,502
Enemorina Eaner,Rice,100602,221794
Enemorina Eaner,Rice,19698,6775
Enemorina Eaner,Wheat,92734,330375
Enemorina Eaner,Rice,241,567
Enemorina Eaner,Rice,111168,92726
Enemorina Eaner,Rice,31319,69515
Enemorina Eaner,Wheat,88358,129818
Enemorina Eaner,Rice,160,361
Enemorina Eaner,Rice,108886,215461
Enemorina Eaner,Wheat,81934,160425
Enemorina Eaner,Rice,83,167
Enemorina Eaner,Onion,909,7181
Enemorina Eaner,Rice,107219,118067
Enemorina Eaner,Wheat,85011,211283
Enemorina Eaner,Rice,17,38
Enemorina Eaner,Onion,1639,14308
Enemorina Eaner,Rice,113571,200705
Enemorina Eaner,Wheat,83946,203217
Enemorina Eaner,Rice,1,2
Enemorina Eaner,Onion,1621,33198
Enemorina Eaner,Rice,123926,116419
Enemorina Eaner,Wheat,88154,177138
Enemorina Eaner,Onion,1383,13885
Enemorina Eaner,Rice,87819,132648
Enemorina Eaner,Wheat,101255,189805
Enemorina Eaner,Onion,1022,6878
Enemorina Eaner,Wheat,83416,157880
Enemorina Eaner,Onion,1136,9667
Enemorina Eaner,Rice,93295,83225
Enemorina Eaner,Rice,2,2
Enemorina Eaner,Wheat,83849,124225
Enemorina Eaner,Onion,1189,21414
Enemorina Eaner,Rice,99064,96889
Enemorina Eaner,Rice,2,2
Enemorina Eaner,Wheat,81480,67059
Enemorina Eaner,Onion,1209,13480
Enemorina Eaner,Rice,94059,17097
Enemorina Eaner,Rice,44,45
Enemorina Eaner,Wheat,82342,130284
Enemorina Eaner,Onion,739,8122
Enemorina Eaner,Rice,102788,47541
Enemorina Eaner,Rice,35,38
Enemorina Eaner,Wheat,82238,157209
Enemorina Eaner,Rice,95350,227208
Enemorina Eaner,Rice,50,29
Enemorina Eaner,Wheat,67321,136626
Enemorina Eaner,Rice,85,122
Enemorina Eaner,Onion,1216,16915
Enemorina Eaner,Rice,90072,118522
Enemorina Eaner,Rice,50,67
Enemorina Eaner,Wheat,67000,108442
Enemorina Eaner,Onion,1216,23517
Enemorina Eaner,Rice,87248,121433
Enemorina Eaner,Rice,186,178
Enemorina Eaner,Wheat,82913,128208
Enemorina Eaner,Rice,17,33
Enemorina Eaner,Rice,60375,56135
Enemorina Eaner,Wheat,69087,144613
Enemorina Eaner,Rice,90,175
Enemorina Eaner,Rice,68335,74082
Enemorina Eaner,Rice,303,482
Enemorina Eaner,Wheat,78592,222124
Enemorina Eaner,Rice,126188,347211
Enemorina Eaner,Wheat,84550,233793
Enemorina Eaner,Rice,112084,281071
Enemorina Eaner,Wheat,83861,234903
Enemorina Eaner,Rice,49395,112398
Enemorina Eaner,Rice,12,21
Enemorina Eaner,Wheat,89262,184641
Enemorina Eaner,Rice,83935,217083
Enemorina Eaner,Rice,2,2
Enemorina Eaner,Wheat,48271,100425
Enemorina Eaner,Rice,145,260
Enemorina Eaner,Onion,298,2277
Enemorina Eaner,Rice,84042,126323
Enemorina Eaner,Wheat,47841,100549
Enemorina Eaner,Rice,80,174
Enemorina Eaner,Onion,389,6675
Enemorina Eaner,Rice,82155,142253
Enemorina Eaner,Rice,54,57
Enemorina Eaner,Wheat,50066,122614
Enemorina Eaner,Rice,59,125
Enemorina Eaner,Onion,279,3421
Enemorina Eaner,Rice,82394,91033
Enemorina Eaner,Rice,46,57
Enemorina Eaner,Wheat,45237,75350
Enemorina Eaner,Rice,43,76
Enemorina Eaner,Onion,358,4976
Enemorina Eaner,Rice,80793,131486
Enemorina Eaner,Rice,41,75
Enemorina Eaner,Wheat,45680,82304
Enemorina Eaner,Onion,263,2951
Enemorina Eaner,Wheat,49407,99484
Enemorina Eaner,Rice,44,75
Enemorina Eaner,Onion,315,1474
Enemorina Eaner,Rice,81062,123521
Enemorina Eaner,Rice,33,40
Enemorina Eaner,Wheat,49812,95080
Enemorina Eaner,Rice,47,65
Enemorina Eaner,Onion,311,2376
Enemorina Eaner,Rice,78394,127325
Enemorina Eaner,Wheat,43423,40440
Enemorina Eaner,Rice,19,26
Enemorina Eaner,Onion,223,2043
Enemorina Eaner,Rice,37533,12996
Enemorina Eaner,Wheat,38801,49192
Enemorina Eaner,Onion,260,1859
Enemorina Eaner,Rice,44737,28687
Enemorina Eaner,Wheat,45191,97142
Enemorina Eaner,Rice,2,3
Enemorina Eaner,Rice,73306,147686
Enemorina Eaner,Wheat,51655,131380
Enemorina Eaner,Onion,253,2199
Enemorina Eaner,Rice,74970,153323
Enemorina Eaner,Wheat,51949,112704
Enemorina Eaner,Onion,233,1603
Enemorina Eaner,Rice,74990,148475
Enemorina Eaner,Wheat,54636,100204
Enemorina Eaner,Rice,51211,61319
Enemorina Eaner,Wheat,59357,120220
Enemorina Eaner,Rice,44412,45968
Enemorina Eaner,Wheat,49082,127201
Enemorina Eaner,Rice,66269,194741
Enemorina Eaner,Wheat,47017,117296
Enemorina Eaner,Rice,64792,187882
Enemorina Eaner,Rice,2560,3528
Enemorina Eaner,Wheat,45493,110926
Enemorina Eaner,Rice,60716,128628
Enemorina Eaner,Rice,174,302
Enemorina Eaner,Wheat,45527,81587
Enemorina Eaner,Rice,77055,236713
Enemorina Eaner,Rice,80375,147314
Enemorina Eaner,Wheat,84056,197197
Enemorina Eaner,Rice,10460,16108
Enemorina Eaner,Onion,665,5101
Enemorina Eaner,Rice,121516,224254
Enemorina Eaner,Wheat,81329,191380
Enemorina Eaner,Rice,10322,15100
Enemorina Eaner,Onion,855,8413
Enemorina Eaner,Rice,114373,184682
Enemorina Eaner,Rice,57964,121964
Enemorina Eaner,Wheat,81846,207552
Enemorina Eaner,Rice,10631,15327
Enemorina Eaner,Onion,914,7988
Enemorina Eaner,Rice,110973,215438
Enemorina Eaner,Rice,64857,153081
Enemorina Eaner,Wheat,83236,246107
Enemorina Eaner,Rice,10438,20323
Enemorina Eaner,Onion,1001,9189
Enemorina Eaner,Rice,82008,154952
Enemorina Eaner,Rice,10612,20316
Enemorina Eaner,Wheat,84041,212254
Enemorina Eaner,Rice,65505,95564
Enemorina Eaner,Onion,923,8501
Enemorina Eaner,Rice,60600,107736
Enemorina Eaner,Wheat,80092,170399
Enemorina Eaner,Rice,10346,21144
Enemorina Eaner,Onion,1008,7661
Enemorina Eaner,Rice,90031,167491
Enemorina Eaner,Rice,60482,101979
Enemorina Eaner,Wheat,79151,141538
Enemorina Eaner,Rice,7660,7992
Enemorina Eaner,Onion,985,8254
Enemorina Eaner,Rice,89790,117144
Enemorina Eaner,Rice,62896,90637
Enemorina Eaner,Wheat,80131,177609
Enemorina Eaner,Rice,10496,14985
Enemorina Eaner,Onion,986,1528
Enemorina Eaner,Rice,95647,22242
Enemorina Eaner,Rice,60970,75796
Enemorina Eaner,Wheat,78669,83330
Enemorina Eaner,Rice,9461,6911
Enemorina Eaner,Onion,989,7744
Enemorina Eaner,Rice,96830,123681
Enemorina Eaner,Rice,62429,82929
Enemorina Eaner,Wheat,83627,159715
Enemorina Eaner,Rice,9780,14722
Enemorina Eaner,Rice,96711,70258
Enemorina Eaner,Rice,62292,36370
Enemorina Eaner,Wheat,80507,199060
Enemorina Eaner,Rice,10428,16090
Enemorina Eaner,Onion,1214,9591
Enemorina Eaner,Rice,96996,36374
Enemorina Eaner,Rice,64203,135787
Enemorina Eaner,Wheat,80578,230611
Enemorina Eaner,Rice,9681,16297
Enemorina Eaner,Onion,1224,9878
Enemorina Eaner,Rice,104422,200558
Enemorina Eaner,Rice,29293,47967
Enemorina Eaner,Wheat,82065,172678
Enemorina Eaner,Rice,6712,8850
Enemorina Eaner,Rice,94368,119367
Enemorina Eaner,Rice,33623,38155
Enemorina Eaner,Wheat,71592,192215
Enemorina Eaner,Rice,2447,4320
Enemorina Eaner,Rice,93308,117436
Enemorina Eaner,Rice,52990,104671
Enemorina Eaner,Wheat,71144,230808
Enemorina Eaner,Rice,273,447
Enemorina Eaner,Rice,119953,311459
Enemorina Eaner,Rice,47432,91581
Enemorina Eaner,Wheat,69523,178203
Enemorina Eaner,Rice,1581,3634
Enemorina Eaner,Rice,114897,265446
Enemorina Eaner,Rice,48010,93968
Enemorina Eaner,Wheat,67961,195217
Enemorina Eaner,Rice,189,437
Enemorina Eaner,Rice,114420,239053
Enemorina Eaner,Rice,43085,78658
Enemorina Eaner,Wheat,65585,80074
Enemorina Eaner,Rice,172,353
Enemorina Eaner,Rice,109718,289137
Enemorina Eaner,Rice,1179,1594
Enemorina Eaner,Wheat,60566,168132
Enemorina Eaner,Rice,146,286
Enemorina Eaner,Onion,575,4543
Enemorina Eaner,Rice,95558,182653
Enemorina Eaner,Wheat,62838,157981
Enemorina Eaner,Rice,25,56
Enemorina Eaner,Onion,1324,12406
Enemorina Eaner,Rice,112521,286139
Enemorina Eaner,Rice,658,700
Enemorina Eaner,Wheat,71387,186317
Enemorina Eaner,Rice,22,47
Enemorina Eaner,Onion,1313,22295
Enemorina Eaner,Rice,99073,201703
Enemorina Eaner,Rice,679,840
Enemorina Eaner,Wheat,61360,162834
Enemorina Eaner,Rice,174,247
Enemorina Eaner,Onion,570,9080
Enemorina Eaner,Rice,100152,198176
Enemorina Eaner,Rice,163,276
Enemorina Eaner,Wheat,61484,145488
Enemorina Eaner,Rice,4423,5090
Enemorina Eaner,Onion,1069,15928
Enemorina Eaner,Rice,47,54
Enemorina Eaner,Wheat,63403,163022
Enemorina Eaner,Rice,139,205
Enemorina Eaner,Onion,1091,12328
Enemorina Eaner,Rice,108208,217917
Enemorina Eaner,Wheat,61820,158649
Enemorina Eaner,Rice,212,309
Enemorina Eaner,Onion,1273,11839
Enemorina Eaner,Rice,100766,230257
Enemorina Eaner,Wheat,59857,111277
Enemorina Eaner,Rice,209,297
Enemorina Eaner,Onion,1053,8729
Enemorina Eaner,Rice,76049,43077
Enemorina Eaner,Rice,1682,1881
Enemorina Eaner,Wheat,59992,127171
Enemorina Eaner,Rice,133,195
Enemorina Eaner,Onion,1141,7941
Enemorina Eaner,Rice,83217,133879
Enemorina Eaner,Rice,21,20
Enemorina Eaner,Wheat,57643,123775
Enemorina Eaner,Rice,88459,145330
Enemorina Eaner,Wheat,60188,148762
Enemorina Eaner,Onion,1026,7377
Enemorina Eaner,Rice,86036,90805
Enemorina Eaner,Rice,1541,2045
Enemorina Eaner,Wheat,56603,146854
Enemorina Eaner,Onion,926,5334
Enemorina Eaner,Rice,86746,133393
Enemorina Eaner,Rice,29,25
Enemorina Eaner,Wheat,60276,129250
Enemorina Eaner,Rice,25,33
Enemorina Eaner,Rice,45862,47662
Enemorina Eaner,Rice,67,69
Enemorina Eaner,Wheat,61504,143612
Enemorina Eaner,Rice,47600,61184
Enemorina Eaner,Rice,142,227
Enemorina Eaner,Wheat,60262,220389
Enemorina Eaner,Rice,59972,167097
Enemorina Eaner,Rice,79,142
Enemorina Eaner,Wheat,59310,211571
Enemorina Eaner,Rice,8,19
Enemorina Eaner,Rice,59749,191817
Enemorina Eaner,Rice,334,514
Enemorina Eaner,Wheat,60663,170661
Enemorina Eaner,Rice,56400,136956
Enemorina Eaner,Rice,185,321
Enemorina Eaner,Wheat,60595,170076
Enemorina Eaner,Rice,63475,162800
Enemorina Eaner,Rice,65949,83328
Enemorina Eaner,Wheat,95178,217655
Enemorina Eaner,Rice,1322,1944
Enemorina Eaner,Onion,525,2846
Enemorina Eaner,Rice,108623,154298
Enemorina Eaner,Wheat,112284,219833
Enemorina Eaner,Rice,1254,1326
Enemorina Eaner,Onion,823,5868
Enemorina Eaner,Rice,97628,109999
Enemorina Eaner,Rice,79613,124729
Enemorina Eaner,Wheat,115329,274041
Enemorina Eaner,Rice,1394,1592
Enemorina Eaner,Onion,956,8145
Enemorina Eaner,Rice,108680,148078
Enemorina Eaner,Rice,82641,88200
Enemorina Eaner,Wheat,113956,255835
Enemorina Eaner,Rice,688,962
Enemorina Eaner,Onion,516,4438
Enemorina Eaner,Rice,118353,143365
Enemorina Eaner,Rice,722,1466
Enemorina Eaner,Wheat,114857,233874
Enemorina Eaner,Rice,82215,131105
Enemorina Eaner,Onion,765,6610
Enemorina Eaner,Rice,81372,120629
Enemorina Eaner,Wheat,81431,143375
Enemorina Eaner,Rice,413,859
Enemorina Eaner,Onion,733,6018
Enemorina Eaner,Rice,107882,143059
Enemorina Eaner,Rice,62815,91437
Enemorina Eaner,Wheat,91390,143031
Enemorina Eaner,Rice,317,347
Enemorina Eaner,Onion,758,5549
Enemorina Eaner,Rice,107849,150395
Enemorina Eaner,Rice,62587,78058
Enemorina Eaner,Wheat,98001,208865
Enemorina Eaner,Rice,269,370
Enemorina Eaner,Onion,781,6881
Enemorina Eaner,Rice,124724,39295
Enemorina Eaner,Rice,60672,72241
Enemorina Eaner,Wheat,98368,105735
Enemorina Eaner,Rice,115,75
Enemorina Eaner,Onion,791,4192
Enemorina Eaner,Rice,132496,114410
Enemorina Eaner,Rice,75418,69697
Enemorina Eaner,Wheat,98681,199138
Enemorina Eaner,Rice,113,175
Enemorina Eaner,Rice,137344,96228
Enemorina Eaner,Rice,74512,29957
Enemorina Eaner,Wheat,105060,293624
Enemorina Eaner,Rice,115,188
Enemorina Eaner,Onion,835,7381
Enemorina Eaner,Rice,139043,22890
Enemorina Eaner,Rice,75706,115126
Enemorina Eaner,Wheat,107855,157272
Enemorina Eaner,Rice,112,191
Enemorina Eaner,Onion,821,7323
Enemorina Eaner,Rice,140554,184656
Enemorina Eaner,Rice,74950,61782
Enemorina Eaner,Wheat,98334,57828
Enemorina Eaner,Rice,116,169
Enemorina Eaner,Rice,140233,50772
Enemorina Eaner,Rice,72657,45367
Enemorina Eaner,Wheat,102596,310691
Enemorina Eaner,Rice,116,196
Enemorina Eaner,Rice,59497,36874
Enemorina Eaner,Rice,104312,149366
Enemorina Eaner,Wheat,110989,359055
Enemorina Eaner,Rice,89030,235226
Enemorina Eaner,Rice,98697,191087
Enemorina Eaner,Wheat,115137,304215
Enemorina Eaner,Rice,90111,162854
Enemorina Eaner,Rice,99601,144040
Enemorina Eaner,Wheat,114743,313157
Enemorina Eaner,Rice,89883,91745
Enemorina Eaner,Rice,103184,166134
Enemorina Eaner,Wheat,128684,87581
Enemorina Eaner,Rice,96376,181633
Enemorina Eaner,Rice,19065,23419
Enemorina Eaner,Wheat,57876,101786
Enemorina Eaner,Rice,18502,40311
Enemorina Eaner,Onion,438,2497
Enemorina Eaner,Rice,92010,99948
Enemorina Eaner,Wheat,54728,103573
Enemorina Eaner,Rice,18535,45627
Enemorina Eaner,Onion,377,3370
Enemorina Eaner,Rice,80680,84100
Enemorina Eaner,Rice,21361,17118
Enemorina Eaner,Wheat,50304,96274
Enemorina Eaner,Rice,16966,34911
Enemorina Eaner,Onion,430,3264
Enemorina Eaner,Rice,69489,84160
Enemorina Eaner,Rice,25315,45343
Enemorina Eaner,Wheat,52485,94510
Enemorina Eaner,Rice,19963,35896
Enemorina Eaner,Onion,336,2644
Enemorina Eaner,Rice,77801,63333
Enemorina Eaner,Rice,20748,43473
Enemorina Eaner,Wheat,58812,91884
Enemorina Eaner,Rice,21846,38924
Enemorina Eaner,Onion,436,3549
Enemorina Eaner,Rice,20792,24332
Enemorina Eaner,Wheat,57017,84862
Enemorina Eaner,Rice,17486,25878
Enemorina Eaner,Onion,366,3001
Enemorina Eaner,Rice,89089,95548
Enemorina Eaner,Rice,18467,20512
Enemorina Eaner,Wheat,58778,71463
Enemorina Eaner,Rice,20481,28023
Enemorina Eaner,Onion,98,904
Enemorina Eaner,Rice,81449,139874
Enemorina Eaner,Rice,17051,10409
Enemorina Eaner,Wheat,51855,59646
Enemorina Eaner,Rice,19250,21959
Enemorina Eaner,Onion,108,594
Enemorina Eaner,Rice,77293,58444
Enemorina Eaner,Rice,18128,16977
Enemorina Eaner,Wheat,46606,39460
Enemorina Eaner,Rice,21144,34378
Enemorina Eaner,Onion,276,1984
Enemorina Eaner,Rice,80977,72978
Enemorina Eaner,Rice,15085,11359
Enemorina Eaner,Wheat,46296,62224
Enemorina Eaner,Rice,20552,36418
Enemorina Eaner,Rice,88214,70460
Enemorina Eaner,Rice,14324,9249
Enemorina Eaner,Wheat,42029,67018
Enemorina Eaner,Rice,18529,33267
Enemorina Eaner,Onion,204,1893
Enemorina Eaner,Rice,83709,72722
Enemorina Eaner,Rice,12909,13872
Enemorina Eaner,Wheat,39096,62793
Enemorina Eaner,Rice,19116,31102
Enemorina Eaner,Onion,231,2102
Enemorina Eaner,Rice,80292,92801
Enemorina Eaner,Rice,15152,15996
Enemorina Eaner,Wheat,42230,89106
Enemorina Eaner,Rice,16086,28923
Enemorina Eaner,Rice,78043,108366
Enemorina Eaner,Rice,15293,24455
Enemorina Eaner,Wheat,42075,82666
Enemorina Eaner,Rice,10256,19056
Enemorina Eaner,Rice,66641,73480
Enemorina Eaner,Rice,13084,15026
Enemorina Eaner,Wheat,43088,112880
Enemorina Eaner,Rice,10918,19585
Enemorina Eaner,Rice,74027,160944
Enemorina Eaner,Rice,10937,14470
Enemorina Eaner,Wheat,42029,112973
Enemorina Eaner,Rice,10674,21399
Enemorina Eaner,Rice,73753,152083
Enemorina Eaner,Rice,10583,19861
Enemorina Eaner,Wheat,40319,106836
Enemorina Eaner,Rice,10247,21956
Enemorina Eaner,Rice,73753,135463
Enemorina Eaner,Rice,9483,18508
Enemorina Eaner,Wheat,39726,23947
Enemorina Eaner,Rice,9893,24699
Enemorina Eaner,Rice,66101,185906
Enemorina Eaner,Rice,1047,1637
Enemorina Eaner,Wheat,110613,178489
Enemorina Eaner,Rice,483,896
Enemorina Eaner,Onion,282,2228
Enemorina Eaner,Rice,203149,360295
Enemorina Eaner,Wheat,121036,266360
Enemorina Eaner,Rice,504,976
Enemorina Eaner,Onion,288,2517
Enemorina Eaner,Rice,209869,508689
Enemorina Eaner,Rice,575,775
Enemorina Eaner,Wheat,124731,312791
Enemorina Eaner,Rice,498,919
Enemorina Eaner,Onion,313,4701
Enemorina Eaner,Rice,212760,542692
Enemorina Eaner,Rice,548,792
Enemorina Eaner,Wheat,119690,253865
Enemorina Eaner,Rice,340,582
Enemorina Eaner,Onion,231,3816
Enemorina Eaner,Rice,196946,490823
Enemorina Eaner,Rice,497,1011
Enemorina Eaner,Wheat,150461,326907
Enemorina Eaner,Rice,282,341
Enemorina Eaner,Onion,277,2931
Enemorina Eaner,Rice,256,298
Enemorina Eaner,Wheat,132763,322003
Enemorina Eaner,Rice,245,365
Enemorina Eaner,Onion,305,2940
Enemorina Eaner,Rice,192790,464920
Enemorina Eaner,Rice,323,404
Enemorina Eaner,Wheat,128102,322248
Enemorina Eaner,Rice,16,24
Enemorina Eaner,Onion,229,2929
Enemorina Eaner,Rice,195387,516983
Enemorina Eaner,Rice,145,130
Enemorina Eaner,Wheat,119130,245078
Enemorina Eaner,Rice,16,22
Enemorina Eaner,Onion,196,1852
Enemorina Eaner,Rice,178136,465494
Enemorina Eaner,Rice,223,217
Enemorina Eaner,Wheat,130262,283932
Enemorina Eaner,Rice,127,192
Enemorina Eaner,Onion,441,3766
Enemorina Eaner,Rice,195296,479713
Enemorina Eaner,Rice,10,9
Enemorina Eaner,Wheat,135644,330444
Enemorina Eaner,Rice,125,175
Enemorina Eaner,Rice,166546,467883
Enemorina Eaner,Rice,12,7
Enemorina Eaner,Wheat,125967,345829
Enemorina Eaner,Onion,305,3041
Enemorina Eaner,Rice,165837,441966
Enemorina Eaner,Rice,58,77
Enemorina Eaner,Wheat,131069,336553
Enemorina Eaner,Onion,79,899
Enemorina Eaner,Rice,166110,459898
Enemorina Eaner,Rice,72,68
Enemorina Eaner,Wheat,111012,256218
Enemorina Eaner,Rice,150483,388307
Enemorina Eaner,Rice,107,105
Enemorina Eaner,Wheat,131899,387783
Enemorina Eaner,Rice,20,38
Enemorina Eaner,Rice,173199,286390
Enemorina Eaner,Rice,68,108
Enemorina Eaner,Wheat,142800,392918
Enemorina Eaner,Rice,21,31
Enemorina Eaner,Rice,170103,736122
Enemorina Eaner,Rice,71,125
Enemorina Eaner,Wheat,142786,457110
Enemorina Eaner,Rice,21,48
Enemorina Eaner,Rice,179105,718964
Enemorina Eaner,Rice,18,24
Enemorina Eaner,Wheat,145337,424008
Enemorina Eaner,Rice,197127,776174
Enemorina Eaner,Wheat,144730,300101
Enemorina Eaner,Rice,196508,820981
Enemorina Eaner,Rice,12672,12324
Enemorina Eaner,Wheat,44543,59456
Enemorina Eaner,Rice,6102,10280
Enemorina Eaner,Onion,126,961
Enemorina Eaner,Rice,71371,71488
Enemorina Eaner,Wheat,50608,83620
Enemorina Eaner,Rice,9563,12907
Enemorina Eaner,Onion,187,1672
Enemorina Eaner,Rice,76392,71261
Enemorina Eaner,Rice,16497,17285
Enemorina Eaner,Wheat,52129,123112
Enemorina Eaner,Rice,6346,11693
Enemorina Eaner,Onion,117,1259
Enemorina Eaner,Rice,74013,101373
Enemorina Eaner,Rice,21618,38797
Enemorina Eaner,Wheat,54469,149817
Enemorina Eaner,Rice,7185,13689
Enemorina Eaner,Onion,108,1336
Enemorina Eaner,Rice,69810,63710
Enemorina Eaner,Rice,7388,12350
Enemorina Eaner,Wheat,49963,94601
Enemorina Eaner,Rice,16831,16934
Enemorina Eaner,Onion,189,2625
Enemorina Eaner,Rice,23605,24062
Enemorina Eaner,Wheat,50013,93821
Enemorina Eaner,Rice,3875,5844
Enemorina Eaner,Onion,140,1819
Enemorina Eaner,Rice,67206,64183
Enemorina Eaner,Rice,19051,22362
Enemorina Eaner,Wheat,43708,79240
Enemorina Eaner,Rice,2615,3809
Enemorina Eaner,Onion,204,2173
Enemorina Eaner,Rice,66477,81344
Enemorina Eaner,Rice,16959,14577
Enemorina Eaner,Wheat,44093,71703
Enemorina Eaner,Rice,2658,4457
Enemorina Eaner,Onion,206,1555
Enemorina Eaner,Rice,59712,51359
Enemorina Eaner,Rice,18525,18464
Enemorina Eaner,Wheat,42617,29229
Enemorina Eaner,Rice,4100,6411
Enemorina Eaner,Onion,206,1281
Enemorina Eaner,Rice,61613,66657
Enemorina Eaner,Rice,19854,18604
Enemorina Eaner,Wheat,42621,82012
Enemorina Eaner,Rice,4280,5427
Enemorina Eaner,Rice,63606,62401
Enemorina Eaner,Rice,18985,16090
Enemorina Eaner,Wheat,42814,84659
Enemorina Eaner,Rice,3101,4497
Enemorina Eaner,Onion,82,539
Enemorina Eaner,Rice,59972,52795
Enemorina Eaner,Rice,17253,12597
Enemorina Eaner,Wheat,41008,70401
Enemorina Eaner,Rice,3290,3982
Enemorina Eaner,Rice,57118,54784
Enemorina Eaner,Rice,24659,26306
Enemorina Eaner,Wheat,38927,79795
Enemorina Eaner,Rice,5346,6997
Enemorina Eaner,Rice,63436,79929
Enemorina Eaner,Rice,21563,28162
Enemorina Eaner,Wheat,44179,101694
Enemorina Eaner,Rice,2615,4710
Enemorina Eaner,Rice,68140,67724
Enemorina Eaner,Rice,26055,44660
Enemorina Eaner,Wheat,48471,148816
Enemorina Eaner,Rice,2654,5187
Enemorina Eaner,Rice,69733,140957
Enemorina Eaner,Rice,22565,19541
Enemorina Eaner,Wheat,45443,111396
Enemorina Eaner,Rice,2182,3887
Enemorina Eaner,Rice,75385,168440
Enemorina Eaner,Rice,21084,35767
Enemorina Eaner,Wheat,42972,117765
Enemorina Eaner,Rice,2303,5164
Enemorina Eaner,Rice,74061,107811
Enemorina Eaner,Rice,22635,34881
Enemorina Eaner,Wheat,50216,110990
Enemorina Eaner,Rice,816,1055
Enemorina Eaner,Rice,66869,130436
Enemorina Eaner,Rice,30879,41438
Enemorina Eaner,Wheat,49883,102673
Enemorina Eaner,Rice,1178,2021
Enemorina Eaner,Onion,172,1312
Enemorina Eaner,Rice,55892,66154
Enemorina Eaner,Wheat,51874,108796
Enemorina Eaner,Rice,2188,2574
Enemorina Eaner,Onion,634,7887
Enemorina Eaner,Rice,56336,53033
Enemorina Eaner,Rice,31846,40533
Enemorina Eaner,Wheat,53573,108325
Enemorina Eaner,Rice,1820,2589
Enemorina Eaner,Onion,444,4169
Enemorina Eaner,Rice,53701,57594
Enemorina Eaner,Rice,32802,35235
Enemorina Eaner,Wheat,55149,122104
Enemorina Eaner,Rice,1349,1512
Enemorina Eaner,Onion,490,8408
Enemorina Eaner,Rice,51940,55261
Enemorina Eaner,Rice,1273,1651
Enemorina Eaner,Wheat,54766,122758
Enemorina Eaner,Rice,31385,33879
Enemorina Eaner,Onion,923,5566
Enemorina Eaner,Rice,31792,21335
Enemorina Eaner,Wheat,52095,87958
Enemorina Eaner,Rice,1490,2172
Enemorina Eaner,Onion,815,7490
Enemorina Eaner,Rice,51695,43373
Enemorina Eaner,Rice,31888,34327
Enemorina Eaner,Wheat,52112,59571
Enemorina Eaner,Rice,1483,2147
